recipe_id,step_number,step_content
17704,8,Sprinkle with remaining cheese.
17704,9,Let stand for 10 minutes.
17704,10,Add a dash of hot pepper sauce to soup mix if desired.
113006,1,Preheat oven to 425 degrees Fahrenheit.
113006,2,Pound chicken breasts with flat side of meat mallet until flattened to an even thickness.
113006,3,Place seasoned bread crumbs on flat dish.
113006,4,Press both sides of the chicken into the crumbs.
113006,5,Place coated chicken pieces in a greased 9x13 inch baking dish.
113006,6,Sprinkle with Italian seasoning (if using) and top with provolone cheese.
113006,7,Dot with butter.
113006,8,"Bake for 20 minutes or until cheese is golden and crispy around the edges, the way I prefer it."
53809,1,Mix sugar and starch.
53809,2,Add all ingredients in a medium saucepan EXCEPT the peppers.
53809,3,"Heat slowly to a boil, stirring often."
53809,4,Add peppers.
53809,5,Simmer 3-5 minutes.
13098,1,"Place apples, celery, and nuts in a large bowl."
13098,2,Mix together cream and Miracle Whip.
13098,3,"Add cider, sugar, salt and pepper to cream mixture."
13098,4,Pour over apples and mix well.
13098,5,Chill until serving time.
118826,1,"Combine coconut milk, ginger and chili paste in a saucepan and bring to a boil. Add shrimp, reduce heat, and simmer for 3 minutes, or until shrimp is cooked through.  Remove shrimp with a slotted spoon."
118826,2,"Combine flour and soy sauce in a small bowl, and stir with a whisk, then add to coconut milk in saucepan."
118826,3,"Add tomatoes, green onion, lime juice and sugar, then bring to a boil, stirring constantly. Reduce heat and simmer for 5 minutes until mixture thickens slightly, stirring occasionally."
118826,4,Stir in mushrooms and cook for 2 minutes.
118826,5,Return the shrimp to the pan and cook until thoroughly heated.
118826,6,"Serve sprinkled with cilantro, if desired."
263405,1,Spray skillet with cooking spray.  Heat to medium heat.
263405,2,"Sprinkle chicken with thyme, rosemary (optional), salt, and pepper."
263405,3,"Place chicken in the preheated skillet and cook 4 minutes on each side, or until chicken is lightly browned."
263405,4,Add the chicken stock and sherry.  Bring to a boil.
263405,5,Cover and reduce heat; simmer for 10 minutes.
263405,6,Add mushrooms and cook uncovered until the mushrooms are tender.
263405,7,Remove the chicken and mushrooms from the pan; keep warm.
263405,8,"Add the half and half and mustard to the skillet.  Whisk together to blend.  Cook 1 minute or until thoroughly heated.  If desired, thicken sauce with cornstarch -- be careful -- it is easy to get it too thick."
263405,9,"Return the mushrooms to the skillet, and serve the sauce and mushrooms over the chicken."
137211,1,Wash and dry the lettuce and place in a serving bowl.
137211,2,"Add radishes, cucumber, and onion.  Sprinkle with the blue cheese."
137211,3,"In a small bowl, mix together the salt, pepper, mustard, sugar, and vinegar.  Whisk in the salad oil."
137211,4,"Just before serving, stir the dressing again, and pour over the salad."
19227,1,Preheat oven to 350°F.
19227,2,Grease 13 x 9-inch baking pan.
19227,3,"In small bowl, combine flour, baking powder and salt."
19227,4,"In saucepan, melt butter over low heat."
19227,5,Remove from heat.
19227,6,"Stir in brown sugar and vanilla; add eggs, stirring until well blended."
19227,7,Stir in flour mixture into sugar mixture just until blended.
19227,8,Stir in coconut and pecans.
19227,9,Spread batter evenly in prepared pan.
19227,10,"Bake until toothpick inserted 2 inches from edge of pan comes out clean, about 30 minutes."
19227,11,Do not overbake; blondies will firm as they cool.
19227,12,Cool completely in pan on wire rack.
19227,13,"When cool, cut lengthwise into 4 strips and then cut each strip crosswise into 6 pieces."
19227,14,Variations: Pecan Blondies--leave out coconut.
19227,15,Chocolate Chip Blondies--leave out coconut and stir in 1 (6 oz) package semisweet chocolate chips.
91762,1,Combine the flour with the chili flakes in a resealable plastic bag.
91762,2,"A few at a time, put the livers in the bag and shake to completely coat, remove and set aside."
91762,3,Repeat with remaining livers.
91762,4,Heat the oil in a large frying pan.
91762,5,Pan-fry livers for 2-5 minutes each side depending on whether you like them rare or well-done.
91762,6,Remove the livers from the frying pan.
91762,7,"Remove the pan from the burner, and wait about 30 seconds for the pan to cool slightly."
91762,8,"Add the balsamic vinegar to the pan, return to the heat, and scrape the juices and cooked bits up."
91762,9,"Add the butter, and continue to mix well."
91762,10,"Return the livers to the pan, coating them with the sauce and warming them through."
91762,11,"Serve, and enjoy."
173466,1,"Combine salad ingredients in a medium bowl, tossing gently to combine. Cover and chill 1 hour."
173466,2,Sprinkle with toasted coconut.
152072,1,Blend honey and mustard in a small bowl with a fork until emulsified.
152072,2,Drizzle in the balsamic vinegar until dressing is just thin enough to pour over salad.
152072,3,Taste and add more vinegar if desired.
152072,4,Crush the peppercorns with a mortar and pestle or in a spice grinder.
152072,5,Mix in dressing and drizzle on salad.
105941,1,Preheat oven to 500°.
105941,2,Cut slits in pork tenderloin and insert slices of garlic.
105941,3,Combine balsamic vinegar and olive oil and rub into meat.
105941,4,Place in a baking dish.
105941,5,"Combine salt, pepper, rosemary and thyme and rub on pork."
105941,6,Roast in oven for 20 minutes or until cooked through.
105941,7,"Remove from oven and let meat rest for 10 minutes, covered with foil."
105941,8,Slice and serve.
47444,1,"Cut the top off the tomatoes, scoop out the seeds&amp; pulp. Use the seeds &amp; puld in some other recipe."
47444,2,Salt the inside of the tomato and put them upside down on a paper towel to drain for about15 minutes.
47444,3,"Meanwhile combine the bacon, chives, lettuce and Mayo, season with salt and pepper (remember that you have already salted the inside of the tomatoes)."
47444,4,Fill the tomatoes just before serving.
179488,1,"Combine all ingredients in a small saucepan. Bring to a boil, reduce heat and simmer for 15 minutes. Allow to cool and use as a sauce on a grilled meat."
72321,1,Grind corriander seeds and whole red chillies into a coarse powder.
72321,2,Heat oil in a kadai.
72321,3,Add bay leaves.
72321,4,"After about 30 seconds, add onions and saute till they turn light golden brown."
72321,5,Add ginger-garlic paste.
72321,6,Saute for 2 minutes on medium flame.
72321,7,Add the above coarse powder.
72321,8,Stir well.
72321,9,Add tomatoes and cook till they are fully cooked.
72321,10,"Add chicken pieces, salt to taste and red chilli powder."
72321,11,Mix well.
72321,12,Cover the kadai.
72321,13,Cook till the chicken becomes tender.
72321,14,Sprinkle garam masala powder over the chicken.
72321,15,Garnish with corriander leaves and onion rings.
72321,16,Serve hot with rotis or parathas.
41611,1,Preheat oil in pan on medium till a splash of water sizzles on it.
41611,2,"Put everything in a giant freezer ziploc bag EXCEPT the eggplant, oil and eggs."
41611,3,Skake it up well.
41611,4,Lightly beat eggs in a bowl.
41611,5,Dip eggplant slices in egg and add to bag about 3-4 at a time.
41611,6,Shake them up good.
41611,7,Place battered slices in hot oil.
41611,8,flip after 2 minutes.
41611,9,"Remove when browned on both sides, about 4 minutes total."
41611,10,Continue until all slices are done.
41611,11,"I always make this with pasta, garlic bread and my stuffed mushrooms (recipe posted)."
10757,1,"Wash tomatoes and remove leaves, cut into bite sized pieces or slices Tear basil leaves into small pieces Combine basil, tomato and corn in a bowl Drizzle with balsamic vinegar and good olive oil, to taste."
10757,2,Stir.
10757,3,"Let chill for 1 hour for flavor mix, or serve immediately for freshest presentation."
10757,4,Stir before serving.
22171,1,"NOTE: Be sure to use regular cream cheese, not whipped or reduced fat type."
22171,2,"In a large bowl, cream together the butter and cream cheese."
22171,3,Add vanilla and confectioners' sugar.
22171,4,Beat until mixture forms a ball.
22171,5,Stir in coconut with a spoon.
22171,6,Roll the mixture between your hands to form small potato-shaped candies or roll into small balls.
22171,7,Place cinnamon in a shallow dish and roll the balls in it.
22171,8,Place the balls on a cookie sheet and chill for about 1 hour or until firm.
22171,9,"If you prefer ""dirtier potatoes"" roll the candy a second time after they have chilled."
22171,10,Alternatively dip in melted chocolate for Easter eggs.
23931,1,Mix cake according to package directions.
23931,2,Fill paper cups in muffin pans 2/3 full.
23931,3,Cream the cheese with the sugar; beat in egg and salt.
23931,4,Stir in chocolate pieces.
23931,5,Drop 1 rounded tsp of cheese mixture into each cupcake.
23931,6,Bake as package directs for cupcakes.
89909,1,Combine all ingredients.
89909,2,Pour over chicken in large roasting pan.  Cover with aluminum foil.
89909,3,Bake in 325 degree oven 30 to 45 minutes.
89909,4,Grill chicken until browned (about 15 minutes) dipping in marinade several times.
221118,1,CRUST.
221118,2,Mix flour and salt.
221118,3,With a pastry blender or two knifes cut in the cold shortening until it looks like crumbs.
221118,4,Sprinkle cold water over flour.
221118,5,Toss mixture with a fork to combine.
221118,6,Add more water if needed.
221118,7,Gently gather dough together into a ball and wrap in plastic wrap.
221118,8,Chill in refrigerator for at least 30 minutes.
221118,9,Roll dough and place into a 9 inch pie plate.
221118,10,PIE FILLING:
221118,11,"Mix apples, 1/3 cup sugar, flour, cinnamon and nutmeg together in a bowl then place in unbaked pie crust. (Note: Lately I sometimes I add an egg wash to the crust to make it more crispy but the pie is equally as good without)."
221118,12,TOPPING:
221118,13,Mix 1/2 cup flour and 1/2 cup brown sugar together in a bowl.
221118,14,Cut in butter until mixture is crumbly.
221118,15,Sprinkle topping mixture over apples.
221118,16,Cover top loosely with aluminum foil.
221118,17,Bake at 375 Degrees Fahrenheit for 25 minutes.
221118,18,"Remove foil and bake 25 to 30 more minutes, until top is golden brown."
221118,19,Cool on a wire rack.
29955,1,"In a medium saucepan over medium high heat, combine the water, salt, ground black pepper, oregano, basil, onion salt, parsley, garlic powder, bay leaf and salad dressing mix."
29955,2,Stir well and bring just to a boil.
29955,3,Place roast in a slow cooker and pour mixture over the roast.
29955,4,Cover and cook on low setting for 10 to 12 hours OR high setting for 4 to 5 hours.
29955,5,Remove bay leaf and shred meat with a fork.
29955,6,Serve on Italian Rolls.
1293,1,"Preheat oven to 350 (325 for glass dish). In 13x9"" baking pan, melt butter in  oven."
1293,2,Sprinkle crumbs over butter.
1293,3,Pour sweetened condensed milk over crumbs.
1293,4,top with remaining ingredients in order listed; press down firmly.
1293,5,Bake 25  minutes or until lightly browned.
1293,6,Cool.
1293,7,Chill if desired.
1293,8,Cut into bars.
1293,9,Store  covered at room temperature. TIP: for perfectly cut cookie bars: line entire pan (including sides) with a sheet of aluminum foil first.
1293,10,"When bars are baked, cool; lift of edges of foil to remove from pan."
1293,11,Cut into individual squares.
1293,12,Lift off of foil.
1293,13,Keebler/ReaLemon/Borden.
118885,1,"Gently toss together carrot, zucchini, apple, coconut, almonds and orange peel; set aside."
118885,2,"In a large bowl, combine flour, sugar, cinnamon, baking sida and salt."
118885,3,"Combine eggs, oil and vanilla; stir into dry ingredients just until moistened (batter will be thick). Fold in carrot mixture."
118885,4,Fill greased or paper-lined muffins cups two-thirds full. Bake at 375 for 20-22 minutes or until a toothpick comes out clean.
118885,5,Cool in pan 10 minutes before removing to wire rack.
68404,1,"In a skillet, cook bacon until done."
68404,2,"Remove bacon from skillet, leaving drippings in the pan."
68404,3,Add ham and onion to skillet.
68404,4,Cook and stir until onion is tender.
68404,5,Drain grease from ham and onion.
68404,6,"In a bowl, combine bacon, ham, and onion."
68404,7,"In a greased 13x9x2 baking dish, layer half the bread cubes, potatoes, and cheese, in that order."
68404,8,Top with all of the bacon mixture.
68404,9,"Repeat another layer of bread, potatoes, and cheese."
68404,10,"In a bowl, beat the eggs."
68404,11,"Add milk, Worcestershire sauce, mustard, salt, and pepper to the eggs."
68404,12,Pour over all in the baking dish.
68404,13,Cover and refrigerate overnight.
68404,14,Remove from the refrigerator 30 minutes before baking.
68404,15,"Bake, uncovered, at 325 degrees for 65-70 minutes or until a knife inserted near the center comes out clean."
170114,1,Heat olive oil in a large pot over medium-high heat.
170114,2,Add garlic and onions and saute until onions are translucent (lower heat if browning starts to occur).
170114,3,Add spices and saute for 1 minute.
170114,4,"Add tomatoes, chickpeas, broth and sugar."
170114,5,Season with salt and freshly ground black pepper.
170114,6,"Stir.  Make sure chickpeas are covered with liquid.  If needed, add a little more broth."
170114,7,Simmer gently for 45 minutes.
170114,8,Remove soup from heat.
170114,9,Use a potato masher to mash up some of the chickpeas.
170114,10,Stir in spinach and heat through.
170114,11,"Season with salt and pepper, to taste."
110140,1,"Break up cookies, put 1/2 on bottom of preferred dish and save other 1/2 for topping."
110140,2,"Mix pudding and milk together, set aside."
110140,3,"Mix sugar, cream cheese and butter."
110140,4,Add sugar mixture to pudding; fold in cool whip.
110140,5,"Pour onto cookies, top with remaining cokies."
110140,6,I like to let it cool for atleast a half hour if I have time.
110140,7,Let's it all meld together and it tastes better cool.
70282,1,Set oven to 350 degrees F.
70282,2,Butter a 3-quart baking dish.
70282,3,Fry bacon; drain drippings from skillet reserving 1/4 cup.
70282,4,"Add celery, onions, salt and flour."
70282,5,"Simmer, stirring constantly."
70282,6,"Add sugar, vinegar, pepper and water."
70282,7,Bring to a boil.
70282,8,Toss bacon and potatoes together in the baking dish.
70282,9,Pour celery mixture over top.
70282,10,Cover and bake for 30 minutes.
98680,1,"In a small bowl, mix wet ingredients, then work in the dry ingredients."
98680,2,"Pour into a greased microwave-safe container (about 6-inch square, or thereabouts)."
98680,3,Microwave for 2 minutes at power level 8.
98680,4,"Cut into 8 slices, about 1 carb per slice."
98680,5,Serve with butter.
99870,1,Rinse the frozen vegetables under cold running water to separate and partially thaw before adding to soup.
99870,2,Mix all ingredients in 3 1/2- to 6-quart crock pot.
99870,3,Cover and cook on low heat setting 8 hours or until vegetables and barley are tender.
374959,1,Put a large skillet on the stove on Med High. Put oil in the pan and add the chopped onions and garlic. Peel and cube the potatoes. The smaller the cube the less cooking time. Add salt and pepper to season accordingly to your taste. Turn the potatoes every few minutes till they are browned on all sides. Slice the smoked sausage (I use the skinless with cheese inside) and add to the pan. Cover then stir every few minutes. We like the meat really browned so I turn up the heat to high till the sausage slices are the right color.
374959,2,"Serve with a salad and some sweet tea, and you have the perfect midweek meal."
304824,1,"In a large pot, boil potatoes."
304824,2,"While the potatoes are cooking, cut the sausage into 1/4 inch pieces."
304824,3,"When the potatoes are ALMOST done-not fork tender, drain."
304824,4,"When potatoes are cool enough to handle, dice."
304824,5,"In a large pot, add oil, onions and garlic."
304824,6,Saute until translucent.
304824,7,Remove from burner and add paprika. Mix well.
304824,8,"Add the potatoe and  kielbasa, mix well, cover and cook on low heat for 15 minutes, stirring often."
92494,1,"Clean your chicken, and cut it into cubes for threading on skewers."
92494,2,Take a fork and prick the chicken many times.
92494,3,"Put lemon juice in bowl with chicken, stir well, and set it aside."
92494,4,"In a large bowl, mix yogurt, garlic, ginger, cumin, turmeric, cayenne, salt and pepper."
92494,5,"Place the chicken in the bowl with the marinade, and marinate for at least 2 hours, preferably 4-6 hours."
92494,6,Thread chicken onto skewers.
92494,7,Heat your grill with a nice flame and place chicken skewers on the grill.
92494,8,"Brush with butter or olive oil, and grill approximately 6 minutes on each side, or until done, having nice grill/char markiings."
92494,9,"Once you have grilled one side for 6 minutes, turn them over and brush with butter or olive oil, and grill 6 more minutes or until done."
92494,10,Serve with lime wedges on the side for squirting on chicken pieces; YUM!
46463,1,Mix the first 5 ingredients in a small sauce pan.
46463,2,Add the sugar and beaten eggs.
46463,3,Cook on low until thickened and the sugar is dissolved.
46463,4,Keep in fridge.
46463,5,"Serve this with cocktail franks, or cubes of cheese.  Great on sandwiches and summer sausage.  For a gift idea, put in small jar and make a cheese and sausage basket."
88740,1,Boil water with 3 tbsp of sugar and set aside.
88740,2,"Combine all dry ingredients (first 5 ingredients) in a bowl, then add eggs,melted butter and vanilla until well blended, mixture will be thick."
88740,3,"Butter a 9 inch microwavable pan or tupperware, even if its a tad smaller it's ok."
88740,4,Spread mixture evenly into the buttered pan.
88740,5,Very slowly pour water into the center of the mixture and do not stir!
88740,6,"Cover well, with plastic wrap or lid."
88740,7,"Cook in microwave on regular power for 5 minutes, check it to make sure it's set and if not put back in microwave for a couple more minutes."
88740,8,Sprinkle with powdered sugar and serve with your favorite toppings.
88740,9,Enjoy!
127528,1,"In very large bowl, use mixer to combine first seven ingredients--eggs through peanut butter."
127528,2,"Add oatmeal, candy, and chocolate chips and mix thoroughly by hand."
127528,3,"If dough is too sticky, either refrigerate or add another 1/2 to 1 cup oatmeal."
127528,4,"Scoop ice cream size balls of dough onto cookie sheets, with plenty of space in between."
127528,5,"Bake at 350° for 13-15 minutes.  If using two racks, switch top to bottom and bottom to top about halfway through."
3713,1,"Combine brown sugar, allspice, 1 teaspoon cloves, salt, nutmeg, cinnamon and apple cider in large saucepan."
3713,2,Bring to boiling.
3713,3,Cover and simmer for 20 minutes.
3713,4,Strain to remove spices.
3713,5,Serve in mugs with clove-studded orange wedges.
20233,1,"In a small mixing bowl, beat cream and sugar until soft peaks form."
20233,2,"In a large mixing bowl, combine the milk, extract and food coloring if desired."
20233,3,Add pudding mixes; beat on low speed for 2 minutes or until thickened.
20233,4,Fold in cream mixture and chocolate chips.
20233,5,Pour into pastry shell.
20233,6,Refrigerate for 3 hours or until set.
136470,1,Preheat oven to 350°.
136470,2,Divide cookie dough in half; press half of dough into an 8x8 pan or pie plate.
136470,3,Cream the cream cheese and sugar until smooth.
136470,4,Add egg and vanilla; beat until smooth.  Pour over cookie dough.
136470,5,Put remaining cookie dough on top of cheesecake mixture in small chunks.
136470,6,Bake at 350° for 35-40 minute or until set.
136470,7,You may double this recipe and use a 13x9 pan.
136470,8,Cool 1 hour and refrigerate.  Cut into small squares.
128435,1,Cut up precooked sausage (do not reheat them)into 3 inch links and put into jars with a few slices of onion.
128435,2,Bring to a boil the rest of the ingredients and simmer five minutes.
128435,3,Pour hot mixture into jars (prefer mason or canning jars other types may explode)over onions and sausages.
128435,4,Put lid on jars and carefully hide in the refrigerator at least a day- two days is better- or until they are discovered by a man.
128435,5,NOTE: These are a wonderful bribe to get Dugan to do something unpleasant around the house or to make up with him when I have been terribly naughty.
20492,1,Combine black pepper and sesame seeds in bowl.
20492,2,"Press tuna steaks into mixture, until coated."
20492,3,Heat sesame oil over medium-high heat.
20492,4,"Add tuna steaks and sear about 1- 1 1/2 minutes each side (I like mine rare in the center, longer if you prefer well-cooked tuna)."
20492,5,Transfer steaks to tented aluminum foil to keep warm.
20492,6,"Add a touch more oil to pan, then add soy sauce and sherry."
20492,7,Add garlic and most of green onion (reserving some of the tops).
20492,8,"If too much has boiled off, add a bit of red wine if necessary."
20492,9,"Reduce heat and simmer until mixture is slightly reduced, scraping up any brown bits, about 1 minute."
20492,10,"Spoon sauce over tuna steaks, and sprinkle remaining green onion on top."
20492,11,"Note: if you want to make more of this sauce, it tastes fantastic, and goes great with rices, potatoes, roasted veggies, etc."
20492,12,"In the photo, I cross-cut Italian bread, drizzled with olive oil and briefly toasted."
92963,1,Butter a 13 x 9-inch baking pan.
92963,2,"In a small saucepan combine the corn syrup, butter and brown sugar; simmer stirring until syrupy."
92963,3,Pour the mixture over the bottom of a buttered baking pan.
92963,4,Lay 6 slices of bread over the brown sugar mixture.
92963,5,"In a bowl whisk together  the eggs with half and half cream or milk,  vanilla and salt."
92963,6,Pour half of the egg mixture over the bread slices in the pan.
92963,7,Then layer the remaining 6 slices on top.
92963,8,Pour the remaining egg/milk mixture over the top (make sure that all the bread is covered with the mixture).
92963,9,Cover the pan with plastic wrap and refrigerate overnight.
92963,10,The next day remove from the fridge.
92963,11,Set the oven to 350 degrees F.
92963,12,Bake uncovered for 45 minutes.
31403,1,"Prepare and cook green beans until tender (10-15 mins) If using frozen, follow cooking directions."
31403,2,"Toss green beans with all ingredients except bread crumbs, cheese and butter."
31403,3,Put in 1 1/2 qt ungreased casserole dish.
31403,4,"Mix bread crumbs, butter and cheese."
31403,5,Sprinkle over green bean mixture.
31403,6,Sprinkle with paprika.
31403,7,Bake uncovered at 350 degrees for 15-20 minutes or until heated through.
55110,1,Preheat oven to 400 degrees F.
55110,2,Combine dry ingredients in large bowl.
55110,3,"Whisk milk, applesauce and vanilla in medium bowl."
55110,4,"Add milk mixture to dry ingredients, stirring just until combined."
55110,5,Mix in bananas.
55110,6,Divide batter among 12 muffin cups (spray muffin pan with nonstick spray first).
55110,7,"Bake until toothpick inserted in centre of muffins comes out clean, about 20 minutes."
55110,8,Transfer to a rack to cool.
55110,9,Serve warm or at room temperature.
244861,1,"Melt butter in a medium heavy saucepan over medium heat, add in onion, thyme and red pepper flakes (if using) saute for about 3 minutes."
244861,2,Add in orzo and cook stirring with a wooden spoon until orzo is slightly browned (about 3-4 minutes).
244861,3,Add in garlic and cook for 2 minutes.
244861,4,"Slowly add in the chicken broth; bring to a boil, reduce heat to low."
244861,5,Cover and simmer until the orzo is tender and the liquid is absorbed (about 20 minutes).
244861,6,"Mix in the Parmesan cheese, salt and black pepper."
244861,7,Transfer to a serving bowl and sprinkle with more Parmesan cheese if desired.
215648,1,Preheat oven to 350 degrees.
215648,2,Put chicken breasts in zip-lock bag and pound to flatten somewhat.
215648,3,Combine mayonnaise and Italian Seasoning in wide bowl.
215648,4,Crush Doritos in a zip-lock into pencil eraser sized pieces (or smaller).
215648,5,Roll chicken in the mayo mixture and then roll in Dorito crumbs.
215648,6,Place in casserole dish and drizzle with melted butter all over the chicken.
215648,7,Bake uncovered thirty minutes.
47851,1,Preheat oven to 375*.
47851,2,Drain and flake salmon.
47851,3,Add other ingredients and mix lightly.
47851,4,Pack mixture into a well- greased loaf pan (I use cooking spray).
47851,5,Bake in 375* oven 1 hour.
47851,6,Let stand 15 minutes before slicing.
140771,1,"Combine all ingredients, except steak, in a jumbo ziplock bag that has been placed in a glass bowl for support. After scoring the  flank steak place it in the bag. Seal the bag and refrigerate at least 20 minutes or up to overnight."
140771,2,Heat the grill or a grill pan on the stove.  Remove the flank steak from the bag and pat dry with paper towels. Grill 4 to 5 minutes per side or until done to taste.  Let rest 5 to 10 minutes before carving before serving.
24156,1,Cook carrots in boiling water 3 minutes then drain.
24156,2,Return carrots to saucepan.
24156,3,"Add butter, onion, garlic and salt."
24156,4,"Cover, cook over low heat 10 minutes or until carrots are tender crisp."
24156,5,Discard garlic.
24156,6,Add vinegar.
24156,7,Place in serving dish and sprinkle with chives.
23458,1,Bring beans to a boil in a saucepan.
23458,2,Strain liquid and discard.
23458,3,Loosely mash beans with a fork.
23458,4,Fry and crumble Spanish Chorizo. Discard fat.
23458,5,Fry onion till translucent.
23458,6,Fry garlic in olive oil.
23458,7,"Stir in onion, garlic, olive oil, chorizos and salt/pepper."
23458,8,Return to saucepan and over low heat stir until heated thoroughly.
109220,1,"In a large bowl, combine the first seven ingredients; In another bowl, combine the egg and egg whites, brown sugar, molasses and vanilla until smooth."
109220,2,Stir the egg mixture into dry ingredients just until moistened; fold in pecans and currants; cover and refrigerate for 30 minutes.
109220,3,"Divide dough in half; shape each half into a ball; on a baking sheet coated with nonstick cooking spray, roll each ball into a 14-inch x 1 1/2-inch rectangle;Bake at 325 for 24 to 28 minutes or until frim to touch; remove from the oven and reduce heat to 300 degrees."
109220,4,"Cool for 5 minutes, transfer to cutting board; cut diagonally with a serrated knife into 1/2-inch slices; place cut side down on baking sheets coated with nonstick cooking spray; bake for 15 to 20 minutes or until lightly browned turning once, remove to wire racks to cool, store in an airtight container."
126070,1,"In sauce pan combine, white sugar, salt, half-and-half and whipping cream."
126070,2,Bring to a boil.
126070,3,"In another sauce pan, combine Br.sugar &amp; cornstarch."
126070,4,Gradually whisk in hot mixture into br.sugar mixture.
126070,5,Add margarine/or butter  (to me this makes it even better.).
126070,6,"Cook over med. heat, whisk constantly, 5 min or until thick."
126070,7,Simmer 1 minute and stir in van.
126070,8,Pour into uncooked pie shell and sprinkle w/cinnamon and nutmeg.
126070,9,Bake at 375°F for 25 minutes.
126070,10,I recommend recipe #126072  for this pie.
10554,1,Cover the Kohlrabi and carrots with lightly salted water and boil until quite tender (about 15-20 minutes).
10554,2,Drain.
10554,3,"Lightly mash, leave a lot of texture don't try to make them smooth like mashed potatoes."
10554,4,Add nutmeg and butter.
10554,5,serve.
49401,1,"Toast the sesame seeds in a frying pan over medium heat until brown, let them cool."
49401,2,Cut the beef in thin slices.
49401,3,"Mix all marinade ingredients together, add also the sesame seeds, and to this add the beef."
49401,4,"Leave to marinate at least 30 minutes, a few hours is preferred."
49401,5,"Thread the meat on wooden skewers, grill or barbecue a few minutes on each side, using the remaining marinade for basting."
155290,1,Open all cans.
155290,2,Simmer in large saucepan until heated through. That's it. No kidding.
155290,3,"***You can top with crumbled tortilla chips, cheese and salsa if desired."
74760,1,"Prepare the fruit by peeling, if necessary, and cutting it into chunks."
74760,2,Place on a plate or tray covered with plastic wrap.
74760,3,Make sure everything is as spread out as possible.
74760,4,Cover with more plastic wrap.
74760,5,Freeze overnight.
74760,6,Whiz the fruit through a food processor until very finely chopped.
74760,7,"Add the sugar and lemon juice, adjusting either according to the sweetness and acidity levels of the fruit you are working with; if you use pineapple use orange juice or water instead of lemon or lime juice and add a little vanilla extract if it seems appropriate."
74760,8,Feel free to taste the mixture!
74760,9,"Blend thoroughly, until very smooth. Scrape down the sides of the food processor regularly."
74760,10,This may take up to five minutes.
74760,11,Spoon into serving dishes or a covered storage tub and return to the freezer until dessert time.
74760,12,Put in the fridge to temper 15 minutes before serving.
282086,1,Preheat oven to 375°F.
282086,2,"Combine meat, 1/4 cup barbecue sauce, onion, breadcrumbs, egg whites, and seasons of your choice in a large bowl; stir well."
282086,3,Shape mixture into a loaf pan.  Spread remaining 1/4 cup barbecue sauce over loaf.
282086,4,Bake at 375°F for 40 minutes or until desired degree of doneness.
95376,1,"Combine pineapple juice, lemon juice, and salmon fillets in a large Ziploc bag; seal bag and marinate in refrigerator for 1 hour, turning occasionally."
95376,2,"Remove fish from bag and discard marinade; combine brown sugar, chili powder, lemon rind, cumin, salt, and cinnamon; coat salmon fillets evenly with spice mixture; arrange fillets in a lightly oiled baking dish."
95376,3,Bake at 400° for 12 minutes or until fish flakes easily when tested with a fork.
12194,1,Mix all ingredients together.
12194,2,Chill.
12194,3,Serve on rye rounds or crackers.
234010,1,"Spread the bread with some of the softened butter, make 4 sandwiches, each with one slice of ham and one slice of cheese. Press them firmly together."
234010,2,"Beat the eggs with the water, add the salt and pepper to taste, and dip the sandwiches into the egg mixture, coating all sides well."
234010,3,"Heat the rest of the butter in a heavy- bottomed frying pan/skillet, when it has melted and is very hot - but not brown, fry the sandwiches for about 5 - 8 minutes, turning once."
234010,4,Serve immediately.
234010,5,"If you prefer, although it is not traditional, you may place the croque-monsieur into a very well-buttered baking pan and bake in a moderately hot oven -  175°C/350°F - turning once, for about 10 to 15 minutes. It is easier to prepare a larger number this way and keep them warm until you are ready to serve them."
31683,1,Scald milk with margarine.
31683,2,"Remove from heat, add bread veggies, salt, eggs and 3/4 cup cheese."
31683,3,"Mix together and pour into a 4 quart greased casserole, top with remaining 1/2 cup of cheese."
31683,4,Bake at 325 for 40 min.
31683,5,Want some extra flavour use half evaporated milk.
262097,1,"Preheat oven to 300°F and prepare baking sheet. I like to line a jelly roll pan with parchment paper, but you can grease your pan if you like."
262097,2,"Combine brown sugar, cinnamon and cayenne, set aside."
262097,3,"In a bowl large enough to accommodate nuts, whisk the egg white; add nuts, cranberries, sprinkle with sugar mixture and toss to coat. Spread onto prepared baking sheet."
262097,4,"Bake for 18-20 minutes or until golden brown, stirring once. Cool completely."
262097,5,Store in an airtight container up to a week.
111776,1,Combine meatloaf ingredients.
111776,2,"In ungreased 13x9 pan, form mixture into 9x4 loaf."
111776,3,Bake at 350º for 45 minutes.
111776,4,Combine all sauce ingredients in saucepan.
111776,5,"Cook over medium heat until boils and thickens,stirring frequently."
111776,6,Spread on top of loaf; bake 15-20 minutes more.
111776,7,Let stand 5 minutes before slicing.
43105,1,"Sift flour, baking powder, salt, sugar and cream of tarter into a bowl."
43105,2,"Add shortening and with a fork or pastry cutter, blend until mixture resembles corn meal."
43105,3,"Add the milk and egg together in a bowl, add to flour mixture."
43105,4,Stir to a stiff dough.
43105,5,"Knead 5 times, roll to 1/2 inch thick, cut into round circles."
43105,6,Bake on cookie sheet for 10-13 minutes at 425.
46233,1,Heat oven to 400 degrees.
46233,2,"In small bowl combine flour, salt and pepper."
46233,3,In another bowl beat together milk and egg.
46233,4,Combine breadcrumbs and Parmesan cheese on a plate.
